nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AFP,PD-L1,first_line,later_line,biomarker_selected
NCT06558227,Study of ZG005 Combined With Bevacizumab Versus Sintilimab Combined With Bevacizumab in Advanced Hepatocellular Carcinoma,PHASE2,Phase 2,RECRUITING,90,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Suzhou Zelgen Biopharmaceuticals,49,1,0,multi_experimental,3,bevacizumab,bevacizumab;sintilimab;zg005 for injection,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0
NCT06560827,CT011 Autologous CAR-T Cells in Patients With Hepatocellular Carcinoma at Risk of Recurrence After Surgical Resection,PHASE1,Phase 1,RECRUITING,30,"CARsgen Therapeutics Co., Ltd.",CARsgen Therapeutics,11,1,0,single_arm,1,ct011 car-gpc3 t cells injection,ct011 car-gpc3 t cells injection,GPC3,CAR-T,GPC3;MET;PD-L1,1,1,1,1,0,0,1
NCT06564623,Targeting Driver Oncogenes With a Peptide Vaccine Plus Durvalumab and Tremelimumab for Patients With Biliary Tract Cancers (BTC),PHASE1,Phase 1,RECRUITING,25,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,single_arm,1,durvalumab;mbtc vax [0.3 - 2.;tremelimumab,durvalumab;mbtc vax [0.3 - 2.;tremelimumab,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,1,0,1,1
NCT06582017,"Safety, PK and Efficacy of QXL138AM in Patients With Solid Tumors and Multiple Myeloma",PHASE1,Phase 1,RECRUITING,100,Nammi Therapeutics Inc,Nammi Therapeutics,1,1,0,multi_experimental,4,qxl138am injection every 2 weeks by iv infusion,qxl138am injection every 2 weeks by iv infusion,,Recombinant Protein,,0,1,0,0,0,0,0
NCT06584071,A Study to Evaluate of PM8002 Combined With PM1009 in Patients With First-line HCC,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,140,Biotheus Inc.,Biotheus,16,1,0,active_comparator,4,atezolizumab;bevacizumab,pm1009;pm8002,PD-L1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0
NCT06590246,A Study to Evaluate C-CAR031 in Glypican-3 (GPC3)+ Advanced/Recurrent Hepatocellular Carcinoma (HCC),PHASE1;PHASE2,Phase 2,RECRUITING,121,Shanghai AbelZeta Ltd.,Shanghai AbelZeta,13,1,0,single_arm,1,armored and gpc3-targeted autologous car t-cell,armored and gpc3-targeted autologous car t-cell,GPC3,CAR-T,GPC3,1,1,0,0,0,0,0
NCT06591520,AK112 Combined With Chemotherapy Versus Durvalumab Combined With Chemotherapy in Advanced Biliary Tract Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,682,Akeso,Akeso,103,1,0,active_comparator,2,cisplatin;durvalumab;gemcitabine,ak112;cisplatin;gemcitabine,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06600321,A Study to Evaluate ALN-BCAT in Patients With Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,158,Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,3,1,0,multi_experimental,4,aln-bcat,aln-bcat;pembrolizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06607107,mFOLFOX7 Plus Camrelizumab and Apatinib in BCLC Stage A/B Hepatocellular Carcinoma Patients Beyond Milan Criteria,PHASE2,Phase 2,RECRUITING,29,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,single_arm,1,mfolfox7 combined with camrelizumab and apatinib,mfolfox7 combined with camrelizumab and apatinib,PD-1,Monoclonal Antibody,,1,1,0,1,1,0,1
NCT06617000,A Study of SCG101 TCR-T Cell Therpay in the Treatment of Subjects With Hepatitis B Virus-Related,PHASE1,Phase 1,RECRUITING,38,SCG Cell Therapy Pte. Ltd.,SCG Cell Therapy Pte.,3,1,0,single_arm,1,scg101,scg101,HBsAg,Cell Therapy,,1,1,0,0,0,0,0
NCT06618664,A Clinical Study of SHR-8068 Combined With Adebrelimab and Bevacizumab Versus Sintilimab or Atezolizumab Combined With Bevacizumab for the Treatment of Advanced Hepatocellular Carcinoma,PHASE3,Phase 3,RECRUITING,590,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,atezolizumab injection;bevacizumab;sintilimab,adebrelimab;bevacizumab;shr-8068,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT06622057,D07001 Softgel-Capsules and Capecitabine Combination Therapy in Patients With Advanced Biliary Tract Cancer,PHASE3,Phase 3,RECRUITING,240,InnoPharmax Inc.,InnoPharmax,5,1,0,placebo_comparator,3,capecitabine,capecitabine;d07001-softgel capsules,,,BRAF;HER2;KRAS;MMR;MSI;NTRK;RET;biomarker,0,1,0,0,0,0,0
NCT06627244,Study of Tebentafusp and Radioembolization in the Treatment of Metastatic Uveal Melanoma,PHASE2,Phase 2,RECRUITING,30,University of Miami,University of Miami,25,0,0,single_arm,1,tebentafusp;therasphere yttrium-90 trans-arterial radioembolization,tebentafusp;therasphere yttrium-90 trans-arterial radioembolization,gp100,Bispecific Antibody,HLA-A*0201;HLA-A*02:01,1,1,0,0,0,0,0
NCT06630624,"Dose Finding, Efficacy and Immunological Response of IP-001 Following MWA or IRE for CRLM",PHASE1;PHASE2,Phase 2,RECRUITING,120,M.R. Meijerink,M.R. Meijerink,1,0,0,multi_experimental,4,ip-001,ip-001,,Oncolytic Virus,,1,1,0,0,0,0,0
NCT06636435,"A Phase I, First in Human Study of CBA-1205, Anti-DLK1 Monoclonal Antibody in Patients With Advanced Solid Tumors, Hepatocellular Carcinoma (HCC), Melanoma, and Pediatric Cancer",PHASE1,Phase 1,RECRUITING,66,Chiome Bioscience Inc.,Chiome Bioscience,2,1,0,multi_experimental,5,,cba-1205 part 1;cba-1205 part 2;cba-1205 part 3;cba-1205 part 4;cba-1205 part 5,DLK1,Monoclonal Antibody,,1,1,0,0,0,1,0
NCT06638502,Safety of HRX215 in Patients After Minor and Major Liver Resection,PHASE1;PHASE2,Phase 2,RECRUITING,80,HepaRegeniX GmbH,HepaRegeniX,1,1,0,placebo_comparator,4,placebo capsules,hrx215 capsules,,,,0,1,0,0,0,0,0
NCT06645314,Study on the Safety and Efficacy of BST06 Injection in the Treatment of Advanced Hepatocellular Carcinoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,16,BioSyngen Pte Ltd,BioSyngen Pte,8,1,0,single_arm,1,group a;group b,group a;group b,,,PD-L1,0,1,0,1,1,0,1
NCT06652243,Clinical Study of SN301A Injection in the Treatment of Hepatocellular Carcinoma,EARLY_PHASE1,Phase 1,RECRUITING,12,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",6,0,0,single_arm,1,sn301a,sn301a,GPC3,Cell Therapy,GPC3,1,1,0,0,0,0,0
NCT06673329,Brodalumab in the Treatment of Immune-Related Adverse Events,PHASE1,Phase 1,RECRUITING,11,"Brian Henick, MD","Brian Henick, MD",1,0,0,single_arm,1,brodalumab;ct scan,brodalumab;ct scan,IL-17RA,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT06676982,Clinical Trial of Autologous CD19 CAR-T Cells (CNCT19) Therapy for Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,12,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,anti-cd19 car-t,anti-cd19 car-t,CD19,CAR-T,CD19;PD-L1,1,1,0,1,0,1,1
NCT06679985,A Trial of Casdozokitug in Combination With Toripalimab Plus Bevacizumab in Participants With Unresectable and/or Locally Advanced or Metastatic Hepatocellular Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,72,"Coherus Oncology, Inc.",Coherus Oncology,10,1,0,active_comparator,3,bevacizumab;toripalimab,bevacizumab;casdozokitug;toripalimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06680258,A Study of TPST-1120 With Atezolizumab Plus Bevacizumab in Patients With Unresectable or Metastatic HCC Not Previously Treated With Systemic Therapy,PHASE3,Phase 3,NOT_YET_RECRUITING,740,Tempest Therapeutics,Tempest Therapeutics,3,1,1,active_comparator,2,atezolizumab;bevacizumab,atezolizumab;bevacizumab;tpst-1120,PPARα,Small Molecule,APOE;CD155;FFA;IDH;PD-L1;PTEN;RORC;lysophosphatidylcholine;lysophosphatidylethanlamine;β-catenin,0,1,0,1,0,1,1
NCT06687941,"A Study to Evaluate the Tolerability, Safety, and PK of AST-201 in Patients With GPC3-positive Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,70,"Aptamer Sciences, Inc.",Aptamer Sciences,1,1,0,single_arm,1,ast-201,ast-201,IGFBP2,mRNA,GPC3,0,1,0,0,0,0,0
NCT06689540,Mts105 for Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,14,Shen Lin,Shen Lin,2,0,0,multi_experimental,6,mts105,mts105,,Monoclonal Antibody,MET,1,1,0,0,0,0,0
NCT06698250,Zanzalintinib (XL-092) Plus Durvalumab and Tremelimumab in Unresectable Hepatocellular Carcinoma (ZENOBIA),PHASE2,Phase 2,RECRUITING,40,Anwaar Saeed,Anwaar Saeed,3,0,0,active_comparator,3,durvalumab;tremelimumab;zanzalintinib,durvalumab;tremelimumab;zanzalintinib,MET,Small Molecule,MET;PD-L1,0,1,0,1,1,0,1
NCT06708663,HX009+ IN10018 With or Without Standard Chemotherapy for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,124,"Hangzhou Hanx Biopharmaceuticals, Ltd.",Hangzhou Hanx Biopharmaceuticals,6,1,0,single_arm,1,hx009+in10018,hx009+in10018,,,BRAF;KRAS;NTRK;PD-L1;RET,0,1,0,1,0,0,1
NCT06710223,Cryoablation and Arterial Infusion of SD-101 in Combination With Durvalumab and Tremelimumab,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,16,"University of California, San Diego","University of California, San Diego",28,0,0,single_arm,1,device: cryotherapy;durvalumab;sd-101;tremelimumab,device: cryotherapy;durvalumab;sd-101;tremelimumab,PD-L1,Small Molecule,ctDNA,0,1,0,0,0,1,0
NCT06723236,A Study of MGC028 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,124,MacroGenics,MacroGenics,29,1,0,multi_experimental,9,mgc028,mgc028,ADAM9,ADC,ALK;BRAF;KRAS;MSI;PD-L1;dMMR,1,1,0,1,0,1,1
NCT06724263,"A Multicenter, Open-label Phase IIa Clinical Study to Evaluate the Efficacy and Safety of B1962 Injection in the Treatment of Advanced Malignant Solid Tumors",PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Tasly Biopharmaceuticals Co., Ltd.",Tasly Biopharmaceuticals,3,1,0,single_arm,1,b1962,b1962,,,ER;PD-L1;PR,0,1,0,1,1,0,1
NCT06726161,Study of the Theranostic Pair RYZ811 (Diagnostic) and RYZ801 (Therapeutic) to Identify and Treat Subjects With GPC3+ (Glypican-3) Unresectable HCC,PHASE1;PHASE2,Phase 2,RECRUITING,590,"RayzeBio, Inc.",RayzeBio,7,1,0,active_comparator,2,diagnostic test: ryz811,diagnostic test: ryz811;ryz801,GPC3,ADC,GPC3,1,1,0,0,0,1,0
NCT06728410,A Phase II Study of Pemigatinib Plus Durvalumab in Previously Treated Advanced Intrahepatic Cholangiocarcinoma Patients With FGFR-2 Fusion or Rearrangement,PHASE2,Phase 2,RECRUITING,38,Mehmet Akce,Mehmet Akce,2,0,1,single_arm,1,durvalumab;pemigatinib,durvalumab;pemigatinib,FGFR3,Small Molecule,FGFR3;MET;PD-L1,0,1,0,1,0,0,1
NCT06730009,Phase I/II Study: Allogeneic NK-cell Therapy With Chemotherapy for Post-Surgery PDA or Cholangiocarcinoma Patients,PHASE1;PHASE2,Phase 2,RECRUITING,42,Medigen Biotechnology Corporation,Medigen Biotechnology,2,1,0,active_comparator,2,slog,slog + allogeneic nk cell,,Cell Therapy,,1,1,0,0,0,0,0
NCT06730581,Utidelone Capsule Monotherapy for Patients with Advanced Solid Tumors,PHASE2,Phase 2,NOT_YET_RECRUITING,100,"Beijing Biostar Pharmaceuticals Co., Ltd.",Beijing Biostar Pharmaceuticals,12,1,0,multi_experimental,3,utidelone capsule,utidelone capsule,Tubulin,Small Molecule,HER2;MET,0,1,0,0,0,1,0
NCT06742892,A Phase II Clinical Study to Evaluate HLX43 in Patients With Locally Advanced or Metastatic HCC Failed or Intolerance to Standard Therapy,PHASE2,Phase 2,RECRUITING,90,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,multi_experimental,3,,hlx43 dose 1;hlx43 dose 2;hlx43 dose 3,PD-L1,ADC,PD-L1,1,1,0,1,0,0,1
NCT06756035,CT-95 in Advanced Cancers Associated With Mesothelin Expression,PHASE1,Phase 1,RECRUITING,70,Context Therapeutics Inc.,Context Therapeutics,5,1,0,single_arm,1,ct-95,ct-95,,Bispecific Antibody,,1,1,0,0,0,0,0
NCT06764316,A First-in-human Study to Learn About the Safety of BAY 3547926 and How Well it Works in Participants With Advanced Liver Cancer,PHASE1,Phase 1,RECRUITING,148,Bayer,Bayer,283,1,1,single_arm,1,bay 3547922;bay 3547926;bay 3713389;bay 3713391,bay 3547922;bay 3547926;bay 3713389;bay 3713391,,ADC,,1,1,0,0,0,0,0
NCT06773845,Building Evidence for Ablative Internal Radiation Therapy in Localized HCC Beyond the Up-To-7 Criteria,PHASE2,Phase 2,RECRUITING,100,Seoul National University Hospital,Seoul National University Hospital,43,0,0,single_arm,1,device: therasphere,device: therasphere,,Radiopharmaceutical,,0,1,0,0,0,0,0
NCT06774963,A Phase 1 Study of LNCB74 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,145,"NextCure, Inc.",NextCure,8,1,0,multi_experimental,2,lncb74,lncb74,B7-H4,ADC,,1,1,0,0,0,1,0
NCT06777316,A Study of an FGFR2/3 Inhibitor (CGT4859) in Patients With Cholangiocarcinoma and Other Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,110,"Cogent Biosciences, Inc.",Cogent Biosciences,11,1,0,multi_experimental,2,cgt4859,cgt4859,FGFR,Small Molecule,FGFR2,0,1,0,0,1,1,0
NCT06778031,A Clinical Study of SHR-A1811 in the Treatment of HER2-positive Locally Advanced or Metastatic Biliary Tract Cancer,PHASE2,Phase 2,RECRUITING,54,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,single_arm,1,shr-1316;shr-8068;shr-a1811,shr-1316;shr-8068;shr-a1811,HER2,ADC,HER2,1,1,0,0,0,0,0
NCT06779461,A Clinical Trial Assessing the Safety and Efficacy of Biodegradable Magnesium Embolic Microspheres for Primary Hepatocellular Carcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,228,"InnoBM Pharmaceuticals Co., Ltd.",InnoBM Pharmaceuticals,2,1,0,placebo_comparator,2,ctace,ctace;device: magnesium microspheres,,,,0,1,0,0,0,0,0
NCT06789848,Ligufalimab and Cadonilimab in Advanced Liver Cancers,PHASE2,Phase 2,RECRUITING,64,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,multi_experimental,2,cadonilimab;ligufalimab,cadonilimab;ligufalimab,PD-L1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,1,0
NCT06792435,XNW27011 Study of Advanced Solid Tumor Subjects Who Failed Standard Therapies.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,240,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,2,xnw27011,xnw27011,CLDN18.2,ADC,CLDN18.2,1,1,0,0,0,0,0
NCT06795022,First in Human Study to Evaluate AZD9793 in Participants With Advanced or Metastatic Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,304,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,,azd9793 intravenous (iv) monotherapy;azd9793 subcutaneous (sc) monotherapy,GPC3,Bispecific Antibody,GPC3,1,1,0,0,0,0,0
NCT06796803,Camrelizumab Combined With Rivoceranib and Hepatic Arterial Infusion Chemotherapy (HAIC) as Conversion Therapy for Potentially Resectable Hepatocellular Carcinoma(HCC),PHASE2;PHASE3,Phase 3,RECRUITING,398,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,14,0,0,active_comparator,2,camerlizumab + rivoceranib,camrelizumab combined with rivoceranib and haic,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06819215,Phase I/II Clinical Study to Evaluate VB15010 Tablets in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,188,"Zhejiang Yangli Pharmaceutical Technology Co., Ltd.",Zhejiang Yangli Pharmaceutical Technology,3,1,0,single_arm,1,vb15010,vb15010,PARP,Small Molecule,,0,1,0,0,0,0,0
NCT06822985,QL1706 As Second-line Treatment in Patients with Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,NOT_YET_RECRUITING,21,Wan-Guang Zhang,Wan-Guang Zhang,2,0,0,single_arm,1,ql1706,ql1706,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,1,0
NCT06840886,A Study of PHST001 in Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,272,Pheast Therapeutics,Pheast Therapeutics,1,1,0,multi_experimental,2,phst001,chemotherapy per standard of care;phst001,CD24,Small Molecule,,0,1,0,0,0,1,0
NCT06841185,"A Study to Compare the Efficacy, Safety, Immunogenicity, and Pharmacokinetic Profile of HLX13 with YERVOY As a First-Line Treatment for Patients with Unresectable Hepatocellular Carcinoma",PHASE3,Phase 3,NOT_YET_RECRUITING,656,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,3,eu-sourced yervoy;us-sourced yervoy,hlx13,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,1,0,1,1
NCT06844357,A Phase II/III Trial Comparing Transarterial Tirapazamine Embolization (TATE) With cTACE for Intermediate-stage Liver Cancer.,PHASE2;PHASE3,Phase 3,RECRUITING,300,"Zhejiang Raygene Pharmaceuticals Co., Ltd",Zhejiang Raygene Pharmaceuticals,3,1,0,multi_experimental,2,,tace;tirapazamine;transarterial embolization (tae),,,,0,1,0,0,0,0,0
NCT06852820,68Ga-PSMA-11 PET-directed Radioligand Therapy in Metastatic Hepatocellular Carcinoma (HCC),PHASE2,Phase 2,RECRUITING,10,Melissa Lumish,Melissa Lumish,1,0,1,single_arm,1,lu-psma-617,lu-psma-617,PSMA,Radiopharmaceutical,PD-L1;PSMA,0,1,0,1,1,1,1
NCT06855225,A Phase II Study of Single Tremelimumab With Regular Interval Durvalumab Plus Gemcitabine and Cisplatin in Locally Advanced Unresectable/Metastatic Combined Hepatocellular-cholangiocarcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,29,Mehmet Akce,Mehmet Akce,2,0,1,single_arm,1,cisplatin;durvalumab;gemcitabine;tremelimumab,cisplatin;durvalumab;gemcitabine;tremelimumab,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06858813,A Study to Assess Adverse Events and Change in Disease Activity of Intravenously (IV) Infused ABBV-324 in Adult Participants With Hepatocellular Cancer (HCC) or Squamous-Cell Non-Small Cell Lung Cancer (LUSC),PHASE1,Phase 1,RECRUITING,232,AbbVie,AbbVie,274,1,1,active_comparator,5,lenvatinib,abbv-324,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,0,0,0
NCT06873659,SON-DP in Participants With Relapsed/Refractory Intolerant to Standard of Care Therapies for Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,96,Qurgen Inc.,Qurgen,2,1,0,multi_experimental,8,son-dp,son-dp,,,MET,0,1,0,0,0,0,0
NCT06880523,STRIDE (Durvalumab + Tremelimumab) With Lenvatinib vs STRIDE Alone in Unresectable Hepatocellular Carcinoma,PHASE2,Phase 2,RECRUITING,140,Canadian Cancer Trials Group,Canadian Cancer Trials Group,48,0,1,active_comparator,2,durvalumab;stride (durvalumab + tremelimumab),lenvatinib;stride (durvalumab + tremelimumab),PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,1,0,0,1
NCT06883539,A Phase I Study of LXP1788 Injection with Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,24,"LaunXP Biomedical Co., Ltd.",LaunXP Biomedical,1,1,0,single_arm,1,lxp1788 is administered intravenously via port-a,lxp1788 is administered intravenously via port-a,,,,0,1,0,0,0,1,0
NCT06891742,Phase I Study of OriC902 in Treatment of Advanced HCC,PHASE1,Phase 1,RECRUITING,44,Peking University,Peking University,29,0,0,single_arm,1,oric902,oric902,GPC3,CAR-T,GPC3,1,1,0,0,0,0,0
NCT06900543,"Chinese HCC Efficacy Evaluation, Response and Safety Study of TareSphere",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,108,Chengdu New Radiomedicine Technology Co. LTD.,Chengdu New Radiomedicine Technology,4,1,0,active_comparator,2,ctace,nrt6003 injection,,,,0,1,0,0,0,0,0
NCT06904170,Durvalumab and Tremelimumab With or Without Hepatic Arterial Infusion of Chemotherapy in Hepatocellular Carcinoma,PHASE2;PHASE3,Phase 3,RECRUITING,196,UNICANCER,UNICANCER,64,0,1,active_comparator,2,durvalumab plus tremelimumab,durvalumab plus tremelimumab;haic (gemox),PD-L1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0
NCT06910657,IDOV-Immune for Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,78,"ViroMissile, Inc.",ViroMissile,1,1,0,single_arm,1,idov-immune (oncolytic vaccinia virus),idov-immune (oncolytic vaccinia virus),,Oncolytic Virus,,1,1,0,0,0,0,0
NCT06911255,Safety and Efficacy of Tremelimumab+Durvalumab(MEDI4736)+TACE in Unresectable Hepatocellular Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,24,Yoon Jun Kim,Yoon Jun Kim,1,0,1,single_arm,1,transarterial chemoembolization (tace);tremelimumab plus durvalumab (medi4736),transarterial chemoembolization (tace);tremelimumab plus durvalumab (medi4736),CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06915753,Safety and Preliminary Anti-Tumor Activity of TYRA-430 in Advanced Hepatocellular Carcinoma and Other Solid Tumors With Activating FGF/FGFR Pathway Aberrations,PHASE1,Phase 1,RECRUITING,100,"Tyra Biosciences, Inc",Tyra Biosciences,5,1,0,multi_experimental,3,tyra-430,tyra-430,FGFR,Small Molecule,FGF/FGFR Pathway,0,1,0,0,0,0,0
NCT06921785,Phase III Study of Rilvegostomig in Combination With Bevacizumab With or Without Tremelimumab as First-line Treatment of Hepatocellular Carcinoma,PHASE3,Phase 3,RECRUITING,1220,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,atezolizumab;bevacizumab,bevacizumab;rilvegostomig;tremelimumab,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT06921928,Study for AZD4360 in Participants With Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,31,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,azd4360,azd4360,VEGF/VEGFR,Small Molecule,CLDN18.2;HER2,0,1,0,0,0,0,0
NCT06925516,A Trial of Apatinib and Adebrelimab in Combination With Chemotherapy in Patients With Unresectable ICC,PHASE2,Phase 2,RECRUITING,38,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,single_arm,1,apatinib and adebrelimab in combination with,apatinib and adebrelimab in combination with,VEGFR-2,Small Molecule,PD-L1,0,1,0,1,0,1,1
NCT06937567,CDH17 CAR-T Therapy in Advanced Malignant Solid Tumors,EARLY_PHASE1,Phase 1,RECRUITING,36,Zhejiang University,Zhejiang University,58,0,0,multi_experimental,2,,cdh17 car-t;fast laco-stim cdh17 car-t,CDH17,CAR-T,CDH17,1,1,0,0,0,0,0
NCT06938321,A Study of AK130 in Combination With AK112 for the Treatment of Advanced Biliary Tract Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,135,Akeso,Akeso,103,1,0,multi_experimental,2,ak112,ak112;ak130,PD-1,Bispecific Antibody,PD-L1,1,1,0,1,1,0,1
NCT06943521,A Study of MT-4561 in Patients With Various Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,27,"Tanabe Pharma America, Inc.",Tanabe Pharma America,3,1,0,single_arm,1,mt-4561,mt-4561,BRD4,Small Molecule,,0,1,0,0,0,0,0
NCT06954116,Iparomlimab and Tuvonralimab as Neoadjuvant Therapy for Resectable Hepatocellular Carcinoma With High Risk of Recurrence,PHASE2,Phase 2,RECRUITING,26,Tongji Hospital,Tongji Hospital,7,0,0,single_arm,1,iparomlimab and tuvonralimab (ql1706);partial hepatectomy,iparomlimab and tuvonralimab (ql1706);partial hepatectomy,LAG-3,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06956716,Personalized Tumor Neoantigen mRNA Therapy for Advanced Intrahepatic Cholangiocarcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,30,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,gemcitabine + cisplatin (gp);individualized anti-tumor new antigen ineo-vac-r01 injection;sintilimab injection,gemcitabine + cisplatin (gp);individualized anti-tumor new antigen ineo-vac-r01 injection;sintilimab injection,PD-1,mRNA,Personalized Tumor Neoantigen,0,1,0,0,0,0,0
NCT06961617,Autologous HBV-TCR T Cell Therapy (LioCyx-M) for the Treatment of Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,10,Lion TCR Pte. Ltd.,Lion TCR Pte.,6,1,0,single_arm,1,hbv antigen-specific tcr-redirected t cells;liocyx-m,hbv antigen-specific tcr-redirected t cells;liocyx-m,HBV,Cell Therapy,HBV-ANTIGEN;HBV-DNA,1,1,0,0,0,0,0
NCT06978114,A Study of BL-B01D1+PD-1/PD-L1 Monoclonal Antibody in Patients With Advanced Biliary Tract Cancer,PHASE2,Phase 2,RECRUITING,46,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;pembrolizumab,bl-b01d1;pembrolizumab,PD-1,ADC,PD-L1,1,1,0,1,0,0,1
NCT06984718,A Phase II Study of AK104 Combination With Lenvatinib Versus Lenvatinib for Second-line HCC,PHASE2,Phase 2,NOT_YET_RECRUITING,120,Akeso,Akeso,103,1,0,active_comparator,2,lenvatinib,ak104+lenvatinib,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,1,0,0
NCT06986785,"A Study of BL-B01D1 Monotherapy, BL-B01D1 in Combination With Lenvatinib, BL-B01D1 in Combination With PD-1 Monoclonal Antibody, and BL-B01D1 in Combination With PD-1 Monoclonal Antibody and Bevacizumab in Patients With Advanced Hepatocellular Carcinoma",PHASE2,Phase 2,RECRUITING,74,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bevacizumab;bl-b01d1;finotonlimab;lenvatinib,bevacizumab;bl-b01d1;finotonlimab;lenvatinib,PD-1,ADC,,1,1,0,0,0,0,0
